code,dataset,field,code_type,description,group,subgroup,flag
L40,hes_apc,diag,icd10,psoriasis,musculoskeletal/skin,chronic skin disorders,
L41,hes_apc,diag,icd10,parapsoriasis,musculoskeletal/skin,chronic skin disorders,
L42,hes_apc,diag,icd10,pityriasis rosea,musculoskeletal/skin,chronic skin disorders,
L43,hes_apc,diag,icd10,lichen planus,musculoskeletal/skin,chronic skin disorders,
L44,hes_apc,diag,icd10,other papulosquamous disorders,musculoskeletal/skin,chronic skin disorders,
L45,hes_apc,diag,icd10,papulosquamous disorders in diseases classified elsewhere,musculoskeletal/skin,chronic skin disorders,
L57,hes_apc,diag,icd10,skin changes due to chronic exposure to nonionizing radiation,musculoskeletal/skin,chronic skin disorders,
L58.1,hes_apc,diag,icd10,chronic radiodermatitis,musculoskeletal/skin,chronic skin disorders,
L59,hes_apc,diag,icd10,other disorders of skin and subcutaneous tissue related to radiation,musculoskeletal/skin,chronic skin disorders,
L87,hes_apc,diag,icd10,transepidermal elimination disorders,musculoskeletal/skin,chronic skin disorders,
L88,hes_apc,diag,icd10,pyoderma gangrenosum,musculoskeletal/skin,chronic skin disorders,
L90,hes_apc,diag,icd10,atrophic disorders of skin,musculoskeletal/skin,chronic skin disorders,
L92,hes_apc,diag,icd10,granulomatous disorders of skin and subcutaneous tissue,musculoskeletal/skin,chronic skin disorders,
L95,hes_apc,diag,icd10,vasculitis limited to skin not elsewhere classified,musculoskeletal/skin,chronic skin disorders,
L93,hes_apc,diag,icd10,lupus erythematosus,musculoskeletal/skin,chronic skin disorders,
L98.5,hes_apc,diag,icd10,mucinosis of skin,musculoskeletal/skin,chronic skin disorders,
M09.0,hes_apc,diag,icd10,juvenile arthritis in psoriasis,musculoskeletal/skin,chronic skin disorders,
Q80,hes_apc,diag,icd10,congenital ichthyosis,musculoskeletal/skin,chronic skin disorders,
Q81,hes_apc,diag,icd10,epidermolysis bullosa,musculoskeletal/skin,chronic skin disorders,
Q87.0,hes_apc,diag,icd10,congenital malformation syndromes predominantly affecting facial appearance,musculoskeletal/skin,chronic skin disorders,
Q87.1,hes_apc,diag,icd10,congenital malformation syndromes predominantly associated with short stature,musculoskeletal/skin,chronic skin disorders,
Q87.2,hes_apc,diag,icd10,congenital malformation syndromes predominantly involving limbs,musculoskeletal/skin,chronic skin disorders,
Q87.3,hes_apc,diag,icd10,congenital malformation syndromes involving early overgrowth,musculoskeletal/skin,chronic skin disorders,
Q87.4,hes_apc,diag,icd10,marfan syndrome,musculoskeletal/skin,chronic skin disorders,
Q87.5,hes_apc,diag,icd10,other congenital malformation syndromes with other skeletal changes,musculoskeletal/skin,chronic skin disorders,
Q89.4,hes_apc,diag,icd10,conjoined twins,musculoskeletal/skin,chronic skin disorders,
Q18.8,hes_apc,diag,icd10,other specified congenital malformations of face and neck,musculoskeletal/skin,congenital anomalies,
Q65.0,hes_apc,diag,icd10,congenital dislocation of hip unilateral,musculoskeletal/skin,congenital anomalies,
Q65.1,hes_apc,diag,icd10,congenital dislocation of hip bilateral,musculoskeletal/skin,congenital anomalies,
Q65.2,hes_apc,diag,icd10,congenital dislocation of hip unspecified,musculoskeletal/skin,congenital anomalies,
Q65.8,hes_apc,diag,icd10,other congenital deformities of hip,musculoskeletal/skin,congenital anomalies,
Q65.9,hes_apc,diag,icd10,congenital deformity of hip unspecified,musculoskeletal/skin,congenital anomalies,
Q67.5,hes_apc,diag,icd10,congenital deformity of spine,musculoskeletal/skin,congenital anomalies,
Q68.2,hes_apc,diag,icd10,congenital deformity of knee,musculoskeletal/skin,congenital anomalies,
Q68.3,hes_apc,diag,icd10,congenital bowing of femur,musculoskeletal/skin,congenital anomalies,
Q68.4,hes_apc,diag,icd10,congenital bowing of tibia and fibula,musculoskeletal/skin,congenital anomalies,
Q68.5,hes_apc,diag,icd10,congenital bowing of long bones of leg unspecified,musculoskeletal/skin,congenital anomalies,
Q71,hes_apc,diag,icd10,reduction defects of upper limb,musculoskeletal/skin,congenital anomalies,
Q72,hes_apc,diag,icd10,reduction defects of lower limb,musculoskeletal/skin,congenital anomalies,
Q73,hes_apc,diag,icd10,reduction defects of unspecified limb,musculoskeletal/skin,congenital anomalies,
Q74,hes_apc,diag,icd10,other congenital malformations of limb(s),musculoskeletal/skin,congenital anomalies,
Q75.3,hes_apc,diag,icd10,macrocephaly,musculoskeletal/skin,congenital anomalies,
Q75.4,hes_apc,diag,icd10,mandibulofacial dysostosis,musculoskeletal/skin,congenital anomalies,los3
Q75.5,hes_apc,diag,icd10,oculomandibular dysostosis,musculoskeletal/skin,congenital anomalies,los3
Q75.8,hes_apc,diag,icd10,other specified congenital malformations of skull and face bones,musculoskeletal/skin,congenital anomalies,los3
Q75.9,hes_apc,diag,icd10,congenital malformation of skull and face bones unspecified,musculoskeletal/skin,congenital anomalies,
Q76.1,hes_apc,diag,icd10,klippel-feil syndrome,musculoskeletal/skin,congenital anomalies,
Q76.2,hes_apc,diag,icd10,congenital spondylolisthesis,musculoskeletal/skin,congenital anomalies,
Q76.3,hes_apc,diag,icd10,congenital scoliosis due to congenital bony malformation,musculoskeletal/skin,congenital anomalies,
Q76.4,hes_apc,diag,icd10,other congenital malformations of spine not associated with scoliosis,musculoskeletal/skin,congenital anomalies,
Q77,hes_apc,diag,icd10,osteochondrodysplasia with defects of growth of tubular bones and spine,musculoskeletal/skin,congenital anomalies,
Q78,hes_apc,diag,icd10,other osteochondrodysplasias,musculoskeletal/skin,congenital anomalies,
Q79.6,hes_apc,diag,icd10,ehlers-danlos syndrome,musculoskeletal/skin,congenital anomalies,
Q79.8,hes_apc,diag,icd10,other congenital malformations of musculoskeletal system,musculoskeletal/skin,congenital anomalies,
Q82.0,hes_apc,diag,icd10,hereditary lymphoedema,musculoskeletal/skin,congenital anomalies,
Q82.1,hes_apc,diag,icd10,xeroderma pigmentosum,musculoskeletal/skin,congenital anomalies,
Q82.2,hes_apc,diag,icd10,mastocytosis,musculoskeletal/skin,congenital anomalies,
Q82.3,hes_apc,diag,icd10,incontinentia pigmenti,musculoskeletal/skin,congenital anomalies,
Q82.4,hes_apc,diag,icd10,ectodermal dysplasia (anhidrotic),musculoskeletal/skin,congenital anomalies,
Q82.9,hes_apc,diag,icd10,congenital malformation of skin unspecified,musculoskeletal/skin,congenital anomalies,
Q86.2,hes_apc,diag,icd10,dysmorphism due to warfarin,musculoskeletal/skin,congenital anomalies,
Q89.7,hes_apc,diag,icd10,multiple congenital malformations not elsewhere classified,musculoskeletal/skin,congenital anomalies,
Q89.8,hes_apc,diag,icd10,other specified congenital malformations,musculoskeletal/skin,congenital anomalies,
Q89.9,hes_apc,diag,icd10,congenital malformation unspecified,musculoskeletal/skin,congenital anomalies,
F80.3,hes_apc,diag,icd10,acquired aphasia with epilepsy [landau-kleffner],neurological,epilepsy,
G40.0,hes_apc,diag,icd10,localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,neurological,epilepsy,
G40.1,hes_apc,diag,icd10,localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,neurological,epilepsy,
G40.2,hes_apc,diag,icd10,localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,neurological,epilepsy,
G40.3,hes_apc,diag,icd10,generalized idiopathic epilepsy and epileptic syndromes,neurological,epilepsy,
G40.4,hes_apc,diag,icd10,other generalized epilepsy and epileptic syndromes,neurological,epilepsy,
G40.6,hes_apc,diag,icd10,grand mal seizures unspecified (with or without petit mal),neurological,epilepsy,
G40.7,hes_apc,diag,icd10,petit mal unspecified without grand mal seizures,neurological,epilepsy,
G40.8,hes_apc,diag,icd10,other epilepsy,neurological,epilepsy,
G40.9,hes_apc,diag,icd10,epilepsy unspecified,neurological,epilepsy,
G41,hes_apc,diag,icd10,status epilepticus,neurological,epilepsy,
R56.8,hes_apc,diag,icd10,other and unspecified convulsions,neurological,epilepsy,
Y46.0,hes_apc,diag,icd10,succinimides,neurological,epilepsy,
Y46.1,hes_apc,diag,icd10,oxazolidinediones,neurological,epilepsy,
Y46.2,hes_apc,diag,icd10,hydantoin derivatives,neurological,epilepsy,
Y46.3,hes_apc,diag,icd10,deoxybarbiturates,neurological,epilepsy,
Y46.4,hes_apc,diag,icd10,iminostilbenes,neurological,epilepsy,
Y46.5,hes_apc,diag,icd10,valproic acid,neurological,epilepsy,
Y46.6,hes_apc,diag,icd10,other and unspecified antiepileptics,neurological,epilepsy,
G80,hes_apc,diag,icd10,cerebral palsy,neurological,cerebral palsy,
G81,hes_apc,diag,icd10,hemiplegia,neurological,cerebral palsy,
G82,hes_apc,diag,icd10,paraplegia and tetraplegia,neurological,cerebral palsy,
G83,hes_apc,diag,icd10,other paralytic syndromes,neurological,cerebral palsy,
T06.0,hes_apc,diag,icd10,injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,neurological,injuries of brain nerves eyes or ears,los3
T06.1,hes_apc,diag,icd10,injuries of nerves and spinal cord involving other multiple body regions,neurological,injuries of brain nerves eyes or ears,los3
T06.2,hes_apc,diag,icd10,injuries of nerves involving multiple body regions,neurological,injuries of brain nerves eyes or ears,los3
T90.4,hes_apc,diag,icd10,sequelae of injury of eye and orbit,neurological,injuries of brain nerves eyes or ears,los3
T90.5,hes_apc,diag,icd10,sequelae of intracranial injury,neurological,injuries of brain nerves eyes or ears,los3
T91.1,hes_apc,diag,icd10,sequelae of fracture of spine,neurological,injuries of brain nerves eyes or ears,los3
T91.3,hes_apc,diag,icd10,sequelae of injury of spinal cord,neurological,injuries of brain nerves eyes or ears,los3
T92.4,hes_apc,diag,icd10,sequelae of injury of nerve of upper limb,neurological,injuries of brain nerves eyes or ears,los3
H05.1,hes_apc,diag,icd10,chronic inflammatory disorders of orbit,neurological,chronic eye conditions,los3
H05.2,hes_apc,diag,icd10,exophthalmic conditions,neurological,chronic eye conditions,los3
H05.3,hes_apc,diag,icd10,deformity of orbit,neurological,chronic eye conditions,los3
H05.4,hes_apc,diag,icd10,enophthalmos,neurological,chronic eye conditions,los3
H05.5,hes_apc,diag,icd10,retained (old) foreign body following penetrating wound of orbit,neurological,chronic eye conditions,los3
H05.8,hes_apc,diag,icd10,other disorders of orbit,neurological,chronic eye conditions,los3
H05.9,hes_apc,diag,icd10,disorder of orbit unspecified,neurological,chronic eye conditions,los3
H13.3,hes_apc,diag,icd10,ocular pemphigoid,neurological,chronic eye conditions,los3
H17,hes_apc,diag,icd10,corneal scars and opacities,neurological,chronic eye conditions,
H18,hes_apc,diag,icd10,other disorders of cornea,neurological,chronic eye conditions,
H19.3,hes_apc,diag,icd10,keratitis and keratoconjunctivitis in other diseases classified elsewhere,neurological,chronic eye conditions,
H19.8,hes_apc,diag,icd10,other disorders of sclera and cornea in diseases classified elsewhere,neurological,chronic eye conditions,
H21,hes_apc,diag,icd10,other disorders of iris and ciliary body,neurological,chronic eye conditions,
H26,hes_apc,diag,icd10,other cataract,neurological,chronic eye conditions,
H27,hes_apc,diag,icd10,other disorders of lens,neurological,chronic eye conditions,
H28.0,hes_apc,diag,icd10,diabetic cataract,neurological,chronic eye conditions,
H28.1,hes_apc,diag,icd10,cataract in other endocrine nutritional and metabolic diseases,neurological,chronic eye conditions,
H28.2,hes_apc,diag,icd10,cataract in other diseases classified elsewhere,neurological,chronic eye conditions,
H31,hes_apc,diag,icd10,other disorders of choroid,neurological,chronic eye conditions,
H32.8,hes_apc,diag,icd10,other chorioretinal disorders in diseases classified elsewhere,neurological,chronic eye conditions,
H33,hes_apc,diag,icd10,retinal detachments and breaks,neurological,chronic eye conditions,
H34,hes_apc,diag,icd10,retinal vascular occlusions,neurological,chronic eye conditions,
H35,hes_apc,diag,icd10,other retinal disorders,neurological,chronic eye conditions,
H40,hes_apc,diag,icd10,glaucoma,neurological,chronic eye conditions,
H42.0,hes_apc,diag,icd10,glaucoma in endocrine nutritional and metabolic diseases,neurological,chronic eye conditions,
H43,hes_apc,diag,icd10,disorders of vitreous body,neurological,chronic eye conditions,
H44,hes_apc,diag,icd10,disorders of globe,neurological,chronic eye conditions,
H47,hes_apc,diag,icd10,other disorders of optic [2nd] nerve and visual pathways,neurological,chronic eye conditions,
H54.0,hes_apc,diag,icd10,blindness binocular,neurological,chronic eye conditions,
H54.1,hes_apc,diag,icd10,severe visual impairment binocular,neurological,chronic eye conditions,
H54.2,hes_apc,diag,icd10,moderate visual impairment binocular,neurological,chronic eye conditions,
H54.4,hes_apc,diag,icd10,blindness monocular,neurological,chronic eye conditions,
T85.2,hes_apc,diag,icd10,mechanical complication of intraocular lens,neurological,chronic eye conditions,
T85.3,hes_apc,diag,icd10,mechanical complication of other ocular prosthetic devices implants and grafts,neurological,chronic eye conditions,
Z44.2,hes_apc,diag,icd10,fitting and adjustment of artificial eye,neurological,chronic eye conditions,
H60.2,hes_apc,diag,icd10,malignant otitis externa,neurological,chronic ear conditions,
H65.2,hes_apc,diag,icd10,chronic serous otitis media,neurological,chronic ear conditions,
H65.3,hes_apc,diag,icd10,chronic mucoid otitis media,neurological,chronic ear conditions,
H65.4,hes_apc,diag,icd10,other chronic nonsuppurative otitis media,neurological,chronic ear conditions,
H66.1,hes_apc,diag,icd10,chronic tubotympanic suppurative otitis media,neurological,chronic ear conditions,
H66.2,hes_apc,diag,icd10,chronic atticoantral suppurative otitis media,neurological,chronic ear conditions,
H66.3,hes_apc,diag,icd10,other chronic suppurative otitis media,neurological,chronic ear conditions,
H69.0,hes_apc,diag,icd10,patulous eustachian tube,neurological,chronic ear conditions,
H70.1,hes_apc,diag,icd10,chronic mastoiditis,neurological,chronic ear conditions,
H73.1,hes_apc,diag,icd10,chronic myringitis,neurological,chronic ear conditions,
H74.0,hes_apc,diag,icd10,tympanosclerosis,neurological,chronic ear conditions,
H74.1,hes_apc,diag,icd10,adhesive middle ear disease,neurological,chronic ear conditions,
H74.2,hes_apc,diag,icd10,discontinuity and dislocation of ear ossicles,neurological,chronic ear conditions,
H74.3,hes_apc,diag,icd10,other acquired abnormalities of ear ossicles,neurological,chronic ear conditions,
H75.0,hes_apc,diag,icd10,mastoiditis in infectious and parasitic diseases classified elsewhere,neurological,chronic ear conditions,
H80,hes_apc,diag,icd10,otosclerosis,neurological,chronic ear conditions,
H81.0,hes_apc,diag,icd10,meniere disease,neurological,chronic ear conditions,
H81.4,hes_apc,diag,icd10,vertigo of central origin,neurological,chronic ear conditions,
H83.0,hes_apc,diag,icd10,labyrinthitis,neurological,chronic ear conditions,
H83.2,hes_apc,diag,icd10,labyrinthine dysfunction,neurological,chronic ear conditions,
H90.0,hes_apc,diag,icd10,conductive hearing loss bilateral,neurological,chronic ear conditions,
H90.3,hes_apc,diag,icd10,sensorineural hearing loss bilateral,neurological,chronic ear conditions,
H90.5,hes_apc,diag,icd10,sensorineural hearing loss unspecified,neurological,chronic ear conditions,
H90.6,hes_apc,diag,icd10,mixed conductive and sensorineural hearing loss bilateral,neurological,chronic ear conditions,
H91,hes_apc,diag,icd10,other hearing loss,neurological,chronic ear conditions,
Z45.3,hes_apc,diag,icd10,adjustment and management of implanted hearing device,neurological,chronic ear conditions,
P10,hes_apc,diag,icd10,intracranial laceration and haemorrhage due to birth injury,neurological,perinatal conditions,
P21.0,hes_apc,diag,icd10,severe birth asphyxia,neurological,perinatal conditions,
P52,hes_apc,diag,icd10,intracranial nontraumatic haemorrhage of fetus and newborn,neurological,perinatal conditions,
P57,hes_apc,diag,icd10,kernicterus,neurological,perinatal conditions,
P90,hes_apc,diag,icd10,convulsions of newborn,neurological,perinatal conditions,
P91.1,hes_apc,diag,icd10,acquired periventricular cysts of newborn,neurological,perinatal conditions,
P91.2,hes_apc,diag,icd10,neonatal cerebral leukomalacia,neurological,perinatal conditions,
P91.6,hes_apc,diag,icd10,hypoxic ischaemic encephalopathy of newborn,neurological,perinatal conditions,
Q00,hes_apc,diag,icd10,anencephaly and similar malformations,neurological,congenital anomalies of neurological or sensory systems,
Q01,hes_apc,diag,icd10,encephalocele,neurological,congenital anomalies of neurological or sensory systems,
Q02,hes_apc,diag,icd10,microcephaly,neurological,congenital anomalies of neurological or sensory systems,
Q03,hes_apc,diag,icd10,congenital hydrocephalus,neurological,congenital anomalies of neurological or sensory systems,
Q04,hes_apc,diag,icd10,other congenital malformations of brain,neurological,congenital anomalies of neurological or sensory systems,
Q05,hes_apc,diag,icd10,spina bifida,neurological,congenital anomalies of neurological or sensory systems,
Q06,hes_apc,diag,icd10,other congenital malformations of spinal cord,neurological,congenital anomalies of neurological or sensory systems,
Q07,hes_apc,diag,icd10,other congenital malformations of nervous system,neurological,congenital anomalies of neurological or sensory systems,
Q10.4,hes_apc,diag,icd10,absence and agenesis of lacrimal apparatus,neurological,congenital anomalies of neurological or sensory systems,
Q10.7,hes_apc,diag,icd10,congenital malformation of orbit,neurological,congenital anomalies of neurological or sensory systems,
Q11,hes_apc,diag,icd10,anophthalmos microphthalmos and macrophthalmos,neurological,congenital anomalies of neurological or sensory systems,
Q12,hes_apc,diag,icd10,congenital lens malformations,neurological,congenital anomalies of neurological or sensory systems,
Q13.0,hes_apc,diag,icd10,coloboma of iris,neurological,congenital anomalies of neurological or sensory systems,
Q13.1,hes_apc,diag,icd10,absence of iris,neurological,congenital anomalies of neurological or sensory systems,
Q13.2,hes_apc,diag,icd10,other congenital malformations of iris,neurological,congenital anomalies of neurological or sensory systems,
Q13.3,hes_apc,diag,icd10,congenital corneal opacity,neurological,congenital anomalies of neurological or sensory systems,
Q13.4,hes_apc,diag,icd10,other congenital corneal malformations,neurological,congenital anomalies of neurological or sensory systems,
Q13.8,hes_apc,diag,icd10,other congenital malformations of anterior segment of eye,neurological,congenital anomalies of neurological or sensory systems,
Q13.9,hes_apc,diag,icd10,congenital malformation of anterior segment of eye unspecified,neurological,congenital anomalies of neurological or sensory systems,
Q14,hes_apc,diag,icd10,congenital malformations of posterior segment of eye,neurological,congenital anomalies of neurological or sensory systems,
Q15,hes_apc,diag,icd10,other congenital malformations of eye,neurological,congenital anomalies of neurological or sensory systems,
Q16,hes_apc,diag,icd10,congenital malformations of ear causing impairment of hearing,neurological,congenital anomalies of neurological or sensory systems,
Q75.0,hes_apc,diag,icd10,craniosynostosis,neurological,congenital anomalies of neurological or sensory systems,
Q75.1,hes_apc,diag,icd10,craniofacial dysostosis,neurological,congenital anomalies of neurological or sensory systems,
Q85,hes_apc,diag,icd10,phakomatoses not elsewhere classified,neurological,congenital anomalies of neurological or sensory systems,
Q86.0,hes_apc,diag,icd10,fetal alcohol syndrome (dysmorphic),neurological,congenital anomalies of neurological or sensory systems,
Q86.1,hes_apc,diag,icd10,fetal hydantoin syndrome,neurological,congenital anomalies of neurological or sensory systems,
Q86.8,hes_apc,diag,icd10,other congenital malformation syndromes due to known exogenous causes,neurological,congenital anomalies of neurological or sensory systems,
Q90,hes_apc,diag,icd10,down syndrome,neurological,congenital anomalies of neurological or sensory systems,
Q91,hes_apc,diag,icd10,edwards' syndrome and patau syndrome,neurological,congenital anomalies of neurological or sensory systems,
Q92,hes_apc,diag,icd10,other trisomies and partial trisomies of the autosomes not elsewhere classified,neurological,congenital anomalies of neurological or sensory systems,
Q93,hes_apc,diag,icd10,monosomies and deletions from the autosomes not elsewhere classified,neurological,congenital anomalies of neurological or sensory systems,
Q95.2,hes_apc,diag,icd10,balanced autosomal rearrangement in abnormal individual,neurological,congenital anomalies of neurological or sensory systems,
Q95.3,hes_apc,diag,icd10,balanced sex/autosomal rearrangement in abnormal individual,neurological,congenital anomalies of neurological or sensory systems,
Q97,hes_apc,diag,icd10,other sex chromosome abnormalities female phenotype not elsewhere classified,neurological,congenital anomalies of neurological or sensory systems,
Q99,hes_apc,diag,icd10,other chromosome abnormalities not elsewhere classified,neurological,congenital anomalies of neurological or sensory systems,
F02.2,hes_apc,diag,icd10,dementia in huntington disease,neurological,other [neurological],
F02.3,hes_apc,diag,icd10,dementia in parkinson disease,neurological,other [neurological],
G00,hes_apc,diag,icd10,bacterial meningitis not elsewhere classified,neurological,other [neurological],
G01,hes_apc,diag,icd10,meningitis in bacterial diseases classified elsewhere,neurological,other [neurological],
G02,hes_apc,diag,icd10,meningitis in other infectious and parasitic diseases classified elsewhere,neurological,other [neurological],
G03,hes_apc,diag,icd10,meningitis due to other and unspecified causes,neurological,other [neurological],
G04,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis,neurological,other [neurological],
G05,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in diseases classified elsewhere,neurological,other [neurological],
G06,hes_apc,diag,icd10,intracranial and intraspinal abscess and granuloma,neurological,other [neurological],
G07,hes_apc,diag,icd10,intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,neurological,other [neurological],
G08,hes_apc,diag,icd10,intracranial and intraspinal phlebitis and thrombophlebitis,neurological,other [neurological],
G09,hes_apc,diag,icd10,sequelae of inflammatory diseases of central nervous system,neurological,other [neurological],
G10,hes_apc,diag,icd10,huntington disease,neurological,other [neurological],
G11,hes_apc,diag,icd10,hereditary ataxia,neurological,other [neurological],
G12,hes_apc,diag,icd10,spinal muscular atrophy and related syndromes,neurological,other [neurological],
G13.8,hes_apc,diag,icd10,systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,neurological,other [neurological],
G14,hes_apc,diag,icd10,postpolio syndrome,neurological,other [neurological],
G20,hes_apc,diag,icd10,parkinson disease,neurological,other [neurological],
G21,hes_apc,diag,icd10,secondary parkinsonism,neurological,other [neurological],
G22,hes_apc,diag,icd10,parkinsonism in diseases classified elsewhere,neurological,other [neurological],
G23,hes_apc,diag,icd10,other degenerative diseases of basal ganglia,neurological,other [neurological],
G24.1,hes_apc,diag,icd10,idiopathic familial dystonia,neurological,other [neurological],
G24.2,hes_apc,diag,icd10,idiopathic nonfamilial dystonia,neurological,other [neurological],
G24.3,hes_apc,diag,icd10,spasmodic torticollis,neurological,other [neurological],
G24.4,hes_apc,diag,icd10,idiopathic orofacial dystonia,neurological,other [neurological],
G24.5,hes_apc,diag,icd10,blepharospasm,neurological,other [neurological],
G24.8,hes_apc,diag,icd10,other dystonia,neurological,other [neurological],
G24.9,hes_apc,diag,icd10,dystonia unspecified,neurological,other [neurological],
G25,hes_apc,diag,icd10,other extrapyramidal and movement disorders,neurological,other [neurological],
G26,hes_apc,diag,icd10,extrapyramidal and movement disorders in diseases classified elsewhere,neurological,other [neurological],
G30,hes_apc,diag,icd10,alzheimer disease,neurological,other [neurological],
G31.0,hes_apc,diag,icd10,circumscribed brain atrophy,neurological,other [neurological],
G31.1,hes_apc,diag,icd10,senile degeneration of brain not elsewhere classified,neurological,other [neurological],
G31.8,hes_apc,diag,icd10,other specified degenerative diseases of nervous system,neurological,other [neurological],
G31.9,hes_apc,diag,icd10,degenerative disease of nervous system unspecified,neurological,other [neurological],
G32,hes_apc,diag,icd10,other degenerative disorders of nervous system in diseases classified elsewhere,neurological,other [neurological],
G35,hes_apc,diag,icd10,multiple sclerosis,neurological,other [neurological],
G36,hes_apc,diag,icd10,other acute disseminated demyelination,neurological,other [neurological],
G37,hes_apc,diag,icd10,other demyelinating diseases of central nervous system,neurological,other [neurological],
G43,hes_apc,diag,icd10,migraine,neurological,other [neurological],
G44,hes_apc,diag,icd10,other headache syndromes,neurological,other [neurological],
G45,hes_apc,diag,icd10,transient cerebral ischaemic attacks and related syndromes,neurological,other [neurological],
G46,hes_apc,diag,icd10,vascular syndromes of brain in cerebrovascular diseases,neurological,other [neurological],
G47.0,hes_apc,diag,icd10,disorders of initiating and maintaining sleep [insomnias],neurological,other [neurological],
G47.1,hes_apc,diag,icd10,disorders of excessive somnolence [hypersomnias],neurological,other [neurological],
G47.2,hes_apc,diag,icd10,disorders of the sleep-wake schedule,neurological,other [neurological],
G47.4,hes_apc,diag,icd10,narcolepsy and cataplexy,neurological,other [neurological],
G47.8,hes_apc,diag,icd10,other sleep disorders,neurological,other [neurological],
G47.9,hes_apc,diag,icd10,sleep disorder unspecified,neurological,other [neurological],
G50,hes_apc,diag,icd10,disorders of trigeminal nerve,neurological,other [neurological],
G51,hes_apc,diag,icd10,facial nerve disorders,neurological,other [neurological],
G52,hes_apc,diag,icd10,disorders of other cranial nerves,neurological,other [neurological],
G53.0,hes_apc,diag,icd10,postzoster neuralgia,neurological,other [neurological],
G53.1,hes_apc,diag,icd10,multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere,neurological,other [neurological],
G53.8,hes_apc,diag,icd10,other cranial nerve disorders in other diseases classified elsewhere,neurological,other [neurological],
G54,hes_apc,diag,icd10,nerve root and plexus disorders,neurological,other [neurological],
G55.8,hes_apc,diag,icd10,nerve root and plexus compressions in other diseases classified elsewhere,neurological,other [neurological],
G56,hes_apc,diag,icd10,mononeuropathies of upper limb,neurological,other [neurological],
G57,hes_apc,diag,icd10,mononeuropathies of lower limb,neurological,other [neurological],
G58,hes_apc,diag,icd10,other mononeuropathies,neurological,other [neurological],
G59.8,hes_apc,diag,icd10,other mononeuropathies in diseases classified elsewhere,neurological,other [neurological],
G60,hes_apc,diag,icd10,hereditary and idiopathic neuropathy,neurological,other [neurological],
G61,hes_apc,diag,icd10,inflammatory polyneuropathy,neurological,other [neurological],
G62.0,hes_apc,diag,icd10,drug-induced polyneuropathy,neurological,other [neurological],
G62.2,hes_apc,diag,icd10,polyneuropathy due to other toxic agents,neurological,other [neurological],
G62.8,hes_apc,diag,icd10,other specified polyneuropathies,neurological,other [neurological],
G62.9,hes_apc,diag,icd10,polyneuropathy unspecified,neurological,other [neurological],
G64,hes_apc,diag,icd10,other disorders of peripheral nervous system,neurological,other [neurological],
G70,hes_apc,diag,icd10,myasthenia gravis and other myoneural disorders,neurological,other [neurological],
G71,hes_apc,diag,icd10,primary disorders of muscles,neurological,other [neurological],
G72.2,hes_apc,diag,icd10,myopathy due to other toxic agents,neurological,other [neurological],
G72.3,hes_apc,diag,icd10,periodic paralysis,neurological,other [neurological],
G72.4,hes_apc,diag,icd10,inflammatory myopathy not elsewhere classified,neurological,other [neurological],
G72.8,hes_apc,diag,icd10,other specified myopathies,neurological,other [neurological],
G72.9,hes_apc,diag,icd10,myopathy unspecified,neurological,other [neurological],
G73.0,hes_apc,diag,icd10,myasthenic syndromes in endocrine diseases,neurological,other [neurological],
G73.3,hes_apc,diag,icd10,myasthenic syndromes in other diseases classified elsewhere,neurological,other [neurological],
G90,hes_apc,diag,icd10,disorders of autonomic nervous system,neurological,other [neurological],
G91,hes_apc,diag,icd10,hydrocephalus,neurological,other [neurological],
G92,hes_apc,diag,icd10,toxic encephalopathy,neurological,other [neurological],
G93,hes_apc,diag,icd10,other disorders of brain,neurological,other [neurological],
G94.2,hes_apc,diag,icd10,hydrocephalus in other diseases classified elsewhere,neurological,other [neurological],
G94.8,hes_apc,diag,icd10,other specified disorders of brain in diseases classified elsewhere,neurological,other [neurological],
G95,hes_apc,diag,icd10,other diseases of spinal cord,neurological,other [neurological],
G96,hes_apc,diag,icd10,other disorders of central nervous system,neurological,other [neurological],
G98,hes_apc,diag,icd10,other disorders of nervous system not elsewhere classified,neurological,other [neurological],
G99.1,hes_apc,diag,icd10,other disorders of autonomic nervous system in other diseases classified elsewhere,neurological,other [neurological],
G99.2,hes_apc,diag,icd10,myelopathy in diseases classified elsewhere,neurological,other [neurological],
I60,hes_apc,diag,icd10,subarachnoid haemorrhage,neurological,other [neurological],
I61,hes_apc,diag,icd10,intracerebral haemorrhage,neurological,other [neurological],
I62,hes_apc,diag,icd10,other nontraumatic intracranial haemorrhage,neurological,other [neurological],
I63,hes_apc,diag,icd10,cerebral infarction,neurological,other [neurological],
I64,hes_apc,diag,icd10,stroke not specified as haemorrhage or infarction,neurological,other [neurological],
I65,hes_apc,diag,icd10,occlusion and stenosis of precerebral arteries not resulting in cerebral infarction,neurological,other [neurological],
